"X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
68273,93555,"Male","Loyal Customer",30,"Business travel","Business",3090,5,5,5,5,4,4,4,4,3,3,4,3,5,4,0,0,"satisfied"
96837,33120,"Female","Loyal Customer",59,"Personal Travel","Eco",216,1,4,1,4,3,3,4,4,4,1,4,2,4,2,0,0,"neutral or dissatisfied"
87518,124846,"Female","Loyal Customer",64,"Personal Travel","Eco",280,2,5,2,3,5,4,4,2,2,2,1,3,2,3,20,28,"neutral or dissatisfied"
93509,60121,"Male","Loyal Customer",44,"Business travel","Eco",1182,3,5,4,4,3,3,3,3,2,5,3,4,3,3,0,0,"neutral or dissatisfied"
16288,107082,"Male","Loyal Customer",31,"Business travel","Business",1507,1,1,1,1,4,4,4,4,3,4,5,3,4,4,23,8,"satisfied"
88976,114762,"Male","Loyal Customer",29,"Business travel","Business",1688,4,4,4,4,5,5,5,5,4,4,4,5,5,5,19,24,"satisfied"
87822,5211,"Female","Loyal Customer",62,"Business travel","Business",3139,1,1,1,1,5,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
85319,40248,"Female","disloyal Customer",23,"Business travel","Eco",347,2,3,2,3,2,2,2,2,2,4,3,1,4,2,0,9,"neutral or dissatisfied"
10265,74872,"Male","disloyal Customer",20,"Business travel","Eco",1076,4,4,4,5,1,4,1,1,5,5,5,3,4,1,0,0,"satisfied"
36655,174,"Female","Loyal Customer",39,"Business travel","Business",3822,3,4,3,4,1,3,4,3,3,3,3,4,3,2,6,9,"neutral or dissatisfied"
96676,56351,"Male","Loyal Customer",9,"Personal Travel","Eco",200,5,4,5,4,2,5,2,2,4,4,4,4,5,2,2,10,"satisfied"
54126,84537,"Male","Loyal Customer",39,"Business travel","Business",2504,4,3,1,3,3,3,3,4,4,4,4,2,4,3,0,0,"neutral or dissatisfied"
5217,6454,"Female","Loyal Customer",43,"Business travel","Business",3245,0,0,0,4,5,5,5,2,2,2,2,4,2,5,27,102,"satisfied"
54912,33337,"Male","Loyal Customer",41,"Business travel","Business",2614,3,3,4,3,3,3,1,5,5,5,5,2,5,1,0,0,"satisfied"
100301,13098,"Male","disloyal Customer",23,"Business travel","Eco",562,1,0,1,3,2,1,2,2,1,2,1,5,2,2,0,0,"neutral or dissatisfied"
72104,118960,"Female","Loyal Customer",33,"Personal Travel","Eco",682,2,4,2,2,3,2,3,3,4,5,4,5,4,3,35,34,"neutral or dissatisfied"
55645,73925,"Female","Loyal Customer",50,"Business travel","Business",2342,3,3,3,3,2,4,5,5,5,4,5,4,5,4,0,0,"satisfied"
100189,93416,"Female","Loyal Customer",44,"Business travel","Business",605,5,5,5,5,3,4,5,4,4,4,4,4,4,3,0,0,"satisfied"
7512,103948,"Female","Loyal Customer",35,"Business travel","Business",3579,1,3,1,1,4,1,1,3,3,4,3,5,3,1,0,0,"satisfied"
75407,53096,"Male","Loyal Customer",9,"Personal Travel","Eco",224,3,3,3,4,3,3,3,3,2,5,4,3,4,3,1,22,"neutral or dissatisfied"
101180,84877,"Female","Loyal Customer",43,"Personal Travel","Eco",481,2,3,2,4,1,4,4,2,2,2,2,1,2,2,0,0,"neutral or dissatisfied"
51196,118314,"Female","Loyal Customer",51,"Business travel","Business",602,4,4,3,4,4,4,5,5,5,5,5,5,5,4,48,34,"satisfied"
75446,54402,"Female","disloyal Customer",61,"Business travel","Eco",305,3,4,3,3,3,3,3,3,1,2,3,1,4,3,77,62,"neutral or dissatisfied"
9538,90202,"Male","Loyal Customer",35,"Personal Travel","Eco",957,4,5,4,2,1,4,1,1,5,2,5,5,5,1,0,0,"neutral or dissatisfied"
55001,87085,"Female","disloyal Customer",40,"Business travel","Business",640,4,4,4,2,2,4,2,2,4,2,5,3,4,2,1,0,"satisfied"
86233,1222,"Female","Loyal Customer",45,"Personal Travel","Eco",482,2,1,2,1,2,1,2,4,4,2,4,3,4,1,0,8,"neutral or dissatisfied"
91900,72845,"Male","Loyal Customer",42,"Business travel","Business",1713,5,5,5,5,2,5,5,3,3,3,3,4,3,4,22,NA,"satisfied"
32380,112208,"Male","Loyal Customer",58,"Personal Travel","Business",1199,4,2,4,4,1,4,3,4,4,4,3,1,4,1,3,0,"satisfied"
17174,85751,"Female","Loyal Customer",44,"Business travel","Business",1944,2,2,2,2,3,4,4,4,4,4,4,3,4,4,8,0,"satisfied"
47941,55944,"Male","Loyal Customer",59,"Business travel","Business",1620,5,2,5,5,5,4,4,4,4,4,4,4,4,5,0,0,"satisfied"
31556,18102,"Female","Loyal Customer",51,"Personal Travel","Eco",610,4,4,4,2,4,4,5,5,5,4,5,4,5,3,0,0,"neutral or dissatisfied"
32108,67576,"Male","disloyal Customer",39,"Business travel","Business",1235,2,2,2,1,1,2,3,1,5,4,4,5,4,1,0,0,"neutral or dissatisfied"
36683,38741,"Male","Loyal Customer",29,"Business travel","Business",3187,1,1,5,1,5,5,5,5,2,1,5,2,3,5,0,0,"satisfied"
5191,23808,"Female","Loyal Customer",24,"Personal Travel","Eco",374,2,2,2,3,5,2,4,5,3,2,3,4,4,5,3,5,"neutral or dissatisfied"
100169,119233,"Male","Loyal Customer",47,"Personal Travel","Eco",331,3,1,3,4,1,3,1,1,3,2,3,1,3,1,0,10,"neutral or dissatisfied"
90040,128744,"Female","Loyal Customer",42,"Business travel","Eco",2521,4,1,1,1,4,4,4,4,4,2,3,4,3,4,0,0,"neutral or dissatisfied"
43646,50588,"Male","Loyal Customer",63,"Personal Travel","Eco",337,3,5,3,2,2,3,2,2,5,2,5,3,4,2,0,0,"neutral or dissatisfied"
36606,112856,"Female","Loyal Customer",21,"Business travel","Business",1390,3,3,3,3,5,5,5,5,5,2,4,5,5,5,9,0,"satisfied"
35096,42914,"Female","Loyal Customer",26,"Personal Travel","Eco",200,4,4,4,2,3,4,3,3,5,5,2,5,4,3,0,0,"neutral or dissatisfied"
29928,76194,"Male","Loyal Customer",40,"Business travel","Business",2422,4,2,2,2,5,2,4,4,4,3,4,1,4,2,11,3,"neutral or dissatisfied"
2711,28690,"Female","Loyal Customer",36,"Business travel","Eco",2182,3,2,2,2,3,3,3,3,2,5,3,5,2,3,0,0,"satisfied"
51053,127004,"Male","disloyal Customer",25,"Business travel","Business",370,3,0,3,3,2,3,2,2,5,5,5,4,5,2,0,1,"neutral or dissatisfied"
24566,17655,"Male","disloyal Customer",43,"Business travel","Eco",1008,1,1,1,4,3,1,4,3,1,1,4,3,5,3,0,13,"neutral or dissatisfied"
25467,21417,"Male","disloyal Customer",42,"Business travel","Eco",331,3,4,3,4,1,3,4,1,4,1,3,5,4,1,91,83,"neutral or dissatisfied"
78491,49521,"Male","Loyal Customer",42,"Business travel","Eco",109,4,2,2,2,4,4,4,4,5,2,3,5,4,4,0,0,"satisfied"
40208,1077,"Female","Loyal Customer",55,"Personal Travel","Eco",89,5,5,5,3,3,1,1,1,1,5,1,2,1,2,0,0,"satisfied"
29103,87497,"Female","Loyal Customer",44,"Business travel","Business",3339,3,5,5,5,3,4,3,3,3,2,3,1,3,2,28,22,"neutral or dissatisfied"
41993,54773,"Female","Loyal Customer",49,"Business travel","Eco Plus",387,2,5,5,5,3,3,3,2,2,2,2,1,2,3,0,0,"neutral or dissatisfied"
70474,50730,"Male","Loyal Customer",43,"Personal Travel","Eco",308,3,5,3,1,1,3,1,1,3,3,5,4,4,1,0,0,"neutral or dissatisfied"
11594,59540,"Female","Loyal Customer",49,"Business travel","Eco",964,4,1,1,1,3,4,3,3,3,4,3,3,3,3,4,14,"neutral or dissatisfied"
19412,71047,"Female","Loyal Customer",41,"Business travel","Business",3945,1,1,1,1,4,4,5,5,5,5,5,3,5,3,14,0,"satisfied"
99363,35647,"Female","Loyal Customer",41,"Business travel","Eco",2475,4,4,4,4,4,5,5,1,4,3,3,5,3,5,0,0,"satisfied"
32064,120310,"Female","Loyal Customer",48,"Business travel","Eco",268,3,2,2,2,5,3,3,3,3,3,3,3,3,2,2,9,"neutral or dissatisfied"
86651,31596,"Female","disloyal Customer",30,"Business travel","Eco",602,2,4,2,4,3,2,3,3,1,1,3,3,4,3,78,88,"neutral or dissatisfied"
4316,97716,"Male","Loyal Customer",35,"Personal Travel","Eco",942,3,3,2,1,3,2,3,3,1,4,3,4,5,3,0,0,"neutral or dissatisfied"
43283,117862,"Male","Loyal Customer",45,"Business travel","Business",365,5,5,5,5,5,4,4,2,2,2,2,5,2,4,0,0,"satisfied"
25619,87889,"Female","Loyal Customer",53,"Business travel","Business",3105,2,2,2,2,2,4,4,3,3,3,3,5,3,5,8,15,"satisfied"
20137,95149,"Female","Loyal Customer",36,"Personal Travel","Eco",192,3,5,0,4,4,0,4,4,4,2,4,3,4,4,0,0,"neutral or dissatisfied"
101309,10078,"Male","disloyal Customer",37,"Business travel","Business",258,4,4,4,3,3,4,2,3,5,3,5,3,4,3,22,0,"neutral or dissatisfied"
12039,5377,"Female","Loyal Customer",55,"Business travel","Business",3903,2,4,4,4,4,2,1,2,2,2,2,1,2,1,0,9,"neutral or dissatisfied"
49702,21514,"Female","Loyal Customer",55,"Personal Travel","Eco",377,3,2,3,3,4,3,4,4,4,3,4,2,4,4,0,1,"neutral or dissatisfied"
64831,106503,"Male","Loyal Customer",61,"Personal Travel","Eco",495,2,5,2,3,1,2,1,1,5,3,1,3,3,1,105,88,"neutral or dissatisfied"
68610,124211,"Female","Loyal Customer",42,"Personal Travel","Eco",2176,5,2,4,4,5,3,3,2,2,4,2,2,2,1,0,0,"satisfied"
56856,44662,"Female","disloyal Customer",33,"Business travel","Eco",67,2,0,2,1,5,2,3,5,3,5,1,4,5,5,0,0,"neutral or dissatisfied"
95263,120425,"Female","Loyal Customer",27,"Business travel","Business",2802,2,5,2,2,4,4,4,4,4,4,5,5,5,4,0,0,"satisfied"
24577,5873,"Male","Loyal Customer",47,"Business travel","Business",212,3,3,3,3,5,5,5,5,5,5,4,5,5,3,0,0,"satisfied"
101724,52351,"Male","Loyal Customer",46,"Personal Travel","Eco",425,4,3,4,3,1,4,1,1,3,5,4,4,3,1,0,0,"satisfied"
96995,57672,"Female","Loyal Customer",51,"Personal Travel","Eco Plus",200,4,3,4,3,4,4,3,2,2,4,2,1,2,1,36,48,"neutral or dissatisfied"
40831,13481,"Male","Loyal Customer",30,"Business travel","Business",3142,3,3,3,3,4,4,5,4,5,2,5,3,5,4,0,0,"satisfied"
12537,99027,"Male","Loyal Customer",24,"Business travel","Business",3497,1,1,3,1,4,4,4,4,4,5,4,3,4,4,1,0,"satisfied"
11300,118192,"Female","Loyal Customer",35,"Business travel","Eco",1444,3,5,5,5,3,3,3,3,3,2,4,3,4,3,0,0,"satisfied"
21879,97151,"Male","Loyal Customer",60,"Business travel","Eco",1097,5,3,3,3,5,5,5,5,4,3,4,2,1,5,0,0,"satisfied"
44297,105161,"Male","Loyal Customer",56,"Business travel","Eco",281,4,3,3,3,4,4,4,4,1,1,4,2,3,4,0,0,"satisfied"
46520,114356,"Female","Loyal Customer",22,"Business travel","Eco Plus",957,2,1,1,1,2,2,2,2,4,4,3,1,4,2,5,1,"neutral or dissatisfied"
87265,55320,"Male","disloyal Customer",23,"Business travel","Eco",1325,3,3,3,3,3,3,3,3,4,5,4,4,3,3,6,31,"neutral or dissatisfied"
94973,79576,"Male","disloyal Customer",34,"Business travel","Business",794,1,0,0,5,0,3,4,3,2,5,5,4,4,4,64,134,"neutral or dissatisfied"
37671,63221,"Male","Loyal Customer",58,"Business travel","Business",337,3,3,2,3,2,5,4,5,5,5,5,3,5,3,0,0,"satisfied"
69494,9415,"Male","Loyal Customer",54,"Business travel","Business",3648,2,2,2,2,5,4,4,4,4,4,4,4,4,4,0,5,"satisfied"
5697,53301,"Male","Loyal Customer",42,"Business travel","Business",3521,4,1,1,1,1,2,2,4,4,4,4,2,4,2,3,5,"neutral or dissatisfied"
37625,7283,"Male","Loyal Customer",15,"Personal Travel","Eco",135,2,0,2,1,2,2,2,2,1,2,5,1,3,2,5,11,"neutral or dissatisfied"
1168,31573,"Male","Loyal Customer",63,"Business travel","Business",371,3,3,3,3,3,3,3,1,4,3,3,3,1,3,137,165,"neutral or dissatisfied"
29748,114549,"Male","Loyal Customer",44,"Personal Travel","Business",362,1,5,1,4,3,5,5,3,3,1,3,3,3,5,22,29,"neutral or dissatisfied"
49620,67385,"Male","Loyal Customer",46,"Business travel","Business",3926,5,5,5,5,4,5,5,5,5,5,5,3,5,5,0,0,"satisfied"
53337,25158,"Female","Loyal Customer",46,"Business travel","Business",2106,4,4,4,4,2,5,2,5,5,5,5,1,5,1,72,74,"satisfied"
61336,72009,"Female","Loyal Customer",25,"Personal Travel","Eco Plus",1440,3,4,3,3,3,4,4,5,5,4,4,4,3,4,187,194,"neutral or dissatisfied"
50830,57142,"Female","Loyal Customer",28,"Business travel","Business",2065,4,4,4,4,4,4,4,4,5,3,4,5,4,4,0,0,"satisfied"
7970,31409,"Female","Loyal Customer",18,"Business travel","Business",1546,3,3,3,3,4,4,4,4,4,3,5,2,2,4,95,105,"satisfied"
53084,108058,"Male","disloyal Customer",38,"Business travel","Business",997,5,5,5,3,1,5,1,1,5,4,5,4,5,1,98,64,"satisfied"
38464,63427,"Female","Loyal Customer",13,"Personal Travel","Eco",337,2,5,2,4,3,2,1,3,4,4,5,5,4,3,1,10,"neutral or dissatisfied"
90154,15742,"Male","Loyal Customer",17,"Personal Travel","Business",544,3,2,4,2,4,1,1,1,1,3,3,1,4,1,269,264,"neutral or dissatisfied"
94416,36413,"Female","Loyal Customer",51,"Business travel","Eco",369,4,5,5,5,2,5,2,4,4,4,4,4,4,5,0,0,"satisfied"
22255,123431,"Female","Loyal Customer",40,"Business travel","Business",2077,4,4,1,4,2,5,4,5,5,5,5,5,5,5,1,0,"satisfied"
23718,4343,"Female","Loyal Customer",36,"Business travel","Business",3131,4,4,4,4,4,4,4,5,5,5,5,3,5,4,41,116,"satisfied"
9255,56138,"Male","disloyal Customer",41,"Business travel","Business",1400,3,3,3,3,3,3,3,3,3,4,5,3,5,3,276,265,"neutral or dissatisfied"
92566,20116,"Male","Loyal Customer",40,"Business travel","Business",2420,2,4,4,4,3,4,4,2,2,2,2,1,2,4,0,3,"neutral or dissatisfied"
85509,15855,"Female","Loyal Customer",35,"Business travel","Business",332,4,4,4,4,1,5,4,4,4,4,4,4,4,2,0,3,"satisfied"
61737,82564,"Male","disloyal Customer",27,"Business travel","Business",528,4,4,4,2,2,4,2,2,4,4,4,3,4,2,4,0,"satisfied"
72466,103652,"Male","Loyal Customer",24,"Business travel","Business",251,1,4,4,4,1,1,1,1,3,1,3,2,4,1,9,13,"neutral or dissatisfied"
28911,56213,"Female","disloyal Customer",50,"Business travel","Business",1585,4,4,4,2,4,4,4,4,4,3,4,3,4,4,67,51,"satisfied"
32819,19742,"Male","disloyal Customer",11,"Business travel","Eco",491,1,4,1,4,4,1,4,4,4,5,4,4,3,4,0,0,"neutral or dissatisfied"
24947,56501,"Male","disloyal Customer",62,"Business travel","Business",1065,2,2,2,4,3,2,3,3,3,5,5,4,5,3,0,0,"neutral or dissatisfied"
12594,62737,"Female","Loyal Customer",47,"Business travel","Business",2447,1,3,3,3,1,1,1,1,3,2,3,1,3,1,0,44,"neutral or dissatisfied"
35596,102765,"Female","disloyal Customer",17,"Business travel","Business",1383,4,2,4,5,2,4,2,2,4,4,3,4,4,2,5,0,"satisfied"
95905,8022,"Male","disloyal Customer",26,"Business travel","Business",402,3,0,3,5,4,3,4,4,3,3,4,3,5,4,0,0,"neutral or dissatisfied"
29995,24439,"Male","Loyal Customer",29,"Business travel","Business",1517,4,5,5,5,4,4,4,4,3,3,3,1,4,4,0,2,"neutral or dissatisfied"
17387,74732,"Male","Loyal Customer",47,"Personal Travel","Eco",1171,2,5,2,3,5,2,5,5,3,4,4,5,4,5,22,8,"neutral or dissatisfied"
77965,103334,"Female","Loyal Customer",30,"Personal Travel","Eco",1139,4,5,4,1,5,4,5,5,3,4,4,3,4,5,12,14,"neutral or dissatisfied"
90806,40498,"Female","Loyal Customer",40,"Personal Travel","Eco",461,3,4,3,1,2,3,2,2,4,3,4,5,4,2,0,0,"neutral or dissatisfied"
99752,3559,"Male","disloyal Customer",21,"Business travel","Business",227,1,3,1,3,1,1,1,2,3,3,3,1,3,1,182,184,"neutral or dissatisfied"
97119,94315,"Female","Loyal Customer",43,"Business travel","Business",3663,0,1,1,3,3,4,4,3,3,2,2,4,3,5,0,10,"satisfied"
84365,19800,"Male","Loyal Customer",49,"Personal Travel","Eco Plus",667,2,5,2,1,1,2,1,1,4,5,4,4,4,1,68,65,"neutral or dissatisfied"
83457,60551,"Female","Loyal Customer",39,"Business travel","Business",3537,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0,"satisfied"
55168,63706,"Male","Loyal Customer",22,"Business travel","Business",1660,5,5,5,5,4,4,4,4,5,3,5,5,5,4,18,0,"satisfied"
48290,43119,"Female","Loyal Customer",38,"Personal Travel","Eco",391,2,5,2,4,5,2,5,5,5,4,5,4,5,5,0,0,"neutral or dissatisfied"
29700,93798,"Female","Loyal Customer",56,"Business travel","Business",3308,1,1,1,1,2,4,4,4,4,4,4,5,4,4,1,0,"satisfied"
30420,76704,"Male","Loyal Customer",15,"Personal Travel","Eco",534,3,4,3,4,2,3,3,2,3,5,5,3,4,2,18,47,"neutral or dissatisfied"
86818,88222,"Male","Loyal Customer",55,"Business travel","Business",594,2,2,2,2,2,4,5,4,4,4,4,5,4,4,23,14,"satisfied"
61271,24755,"Female","disloyal Customer",20,"Business travel","Eco",447,2,0,2,4,5,2,5,5,5,1,3,3,2,5,0,0,"neutral or dissatisfied"
74499,129686,"Male","Loyal Customer",34,"Business travel","Business",2954,2,2,2,2,5,4,4,5,5,5,5,3,5,4,0,0,"satisfied"
42143,127420,"Female","Loyal Customer",55,"Personal Travel","Eco",1009,3,2,3,4,3,3,4,1,1,3,1,2,1,3,4,0,"neutral or dissatisfied"
89264,87428,"Female","Loyal Customer",56,"Business travel","Eco Plus",425,4,5,5,5,2,2,1,5,5,4,5,4,5,3,62,66,"satisfied"
49657,125379,"Male","disloyal Customer",21,"Business travel","Business",1440,0,0,0,3,5,0,5,5,3,4,5,5,5,5,0,0,"satisfied"
91894,67294,"Male","Loyal Customer",48,"Business travel","Business",3373,3,3,3,3,2,5,5,5,5,5,5,4,5,5,75,63,"satisfied"
47912,86450,"Female","Loyal Customer",48,"Business travel","Business",760,1,1,1,1,4,5,4,5,5,5,5,3,5,5,0,0,"satisfied"
36136,72249,"Male","Loyal Customer",41,"Business travel","Business",1551,3,3,3,3,5,5,4,4,4,4,4,3,4,3,0,0,"satisfied"
98060,8990,"Female","Loyal Customer",49,"Business travel","Business",2363,1,1,5,1,3,5,4,4,4,4,4,5,4,4,108,97,"satisfied"
35112,101344,"Male","Loyal Customer",51,"Business travel","Business",2026,5,5,5,5,3,5,4,4,4,4,4,4,4,3,8,5,"satisfied"
13267,18325,"Female","Loyal Customer",16,"Business travel","Eco Plus",715,4,3,3,3,4,5,3,4,2,3,1,5,2,4,0,0,"satisfied"
75441,120183,"Female","Loyal Customer",55,"Business travel","Business",1325,1,1,1,1,5,5,4,3,3,3,3,5,3,5,45,29,"satisfied"
13581,65427,"Male","Loyal Customer",49,"Business travel","Eco",2165,3,3,2,3,3,3,3,3,1,4,4,4,3,3,2,0,"neutral or dissatisfied"
49512,123007,"Male","Loyal Customer",42,"Business travel","Business",3426,5,5,5,5,3,5,5,5,5,5,5,3,5,3,0,0,"satisfied"
42827,110677,"Male","Loyal Customer",56,"Business travel","Business",3126,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0,"satisfied"
10605,12964,"Female","Loyal Customer",38,"Business travel","Eco Plus",163,4,2,2,2,4,4,4,4,4,3,5,5,1,4,12,32,"satisfied"
87110,26171,"Male","Loyal Customer",58,"Business travel","Eco",515,1,1,1,1,1,1,1,1,1,1,3,1,4,1,0,0,"neutral or dissatisfied"
30218,112930,"Female","Loyal Customer",45,"Personal Travel","Eco",1390,1,5,1,4,5,3,5,5,5,1,5,4,5,4,23,13,"neutral or dissatisfied"
60340,6542,"Male","Loyal Customer",59,"Business travel","Business",218,4,4,4,4,5,5,5,4,4,4,5,4,4,3,0,0,"satisfied"
80358,97210,"Female","disloyal Customer",36,"Business travel","Business",1390,2,2,2,2,3,2,3,3,5,5,4,4,4,3,1,0,"neutral or dissatisfied"
29146,104754,"Female","Loyal Customer",22,"Personal Travel","Eco",1246,4,5,4,2,4,4,5,4,4,5,4,4,4,4,77,83,"neutral or dissatisfied"
76197,114985,"Male","disloyal Customer",61,"Business travel","Eco",296,2,1,2,3,1,2,1,1,4,3,4,2,3,1,0,0,"neutral or dissatisfied"
66458,82575,"Female","Loyal Customer",60,"Business travel","Business",3315,5,5,5,5,3,5,4,3,3,3,3,4,3,4,1,5,"satisfied"
50762,39808,"Female","Loyal Customer",55,"Business travel","Business",3631,2,2,2,2,1,2,1,5,5,5,5,5,5,5,0,0,"satisfied"
6706,87211,"Female","Loyal Customer",56,"Personal Travel","Eco",946,4,2,4,4,1,3,4,5,5,4,5,3,5,2,0,0,"neutral or dissatisfied"
18405,34562,"Male","Loyal Customer",33,"Business travel","Business",1598,3,3,3,3,2,2,2,2,1,3,3,2,5,2,9,5,"satisfied"
35718,97973,"Female","Loyal Customer",41,"Personal Travel","Eco",401,3,4,3,4,2,3,2,2,2,2,4,5,5,2,31,10,"neutral or dissatisfied"
88074,103620,"Female","Loyal Customer",41,"Business travel","Business",251,0,0,0,5,2,5,4,4,4,4,4,3,4,4,0,0,"satisfied"
94161,111775,"Female","Loyal Customer",40,"Business travel","Business",1620,4,4,4,4,3,5,5,5,5,5,5,4,5,4,75,73,"satisfied"
17679,119286,"Male","Loyal Customer",39,"Business travel","Business",214,0,4,0,2,3,5,4,3,3,3,3,3,3,4,0,0,"satisfied"
13178,26134,"Male","Loyal Customer",44,"Business travel","Business",1702,3,3,3,3,2,3,5,3,3,3,3,3,3,2,19,13,"satisfied"
69900,19369,"Male","disloyal Customer",34,"Business travel","Eco",476,4,5,4,2,3,4,3,3,5,1,4,1,4,3,0,0,"neutral or dissatisfied"
62753,6599,"Male","Loyal Customer",27,"Personal Travel","Eco",607,2,4,2,3,3,2,3,3,4,5,5,5,4,3,0,0,"neutral or dissatisfied"
5055,33096,"Female","Loyal Customer",40,"Personal Travel","Eco",101,2,4,0,1,4,0,4,4,4,2,5,4,5,4,0,0,"neutral or dissatisfied"
30889,39947,"Female","Loyal Customer",25,"Personal Travel","Eco",1195,2,2,2,2,5,2,5,5,2,2,2,3,2,5,0,0,"neutral or dissatisfied"
4448,117647,"Female","Loyal Customer",40,"Business travel","Business",872,1,1,1,1,2,4,4,4,4,4,4,3,4,4,0,3,"satisfied"
38893,83274,"Female","Loyal Customer",38,"Personal Travel","Eco",1979,0,4,0,5,3,0,3,3,2,5,4,4,2,3,14,28,"satisfied"
24111,42823,"Male","Loyal Customer",53,"Business travel","Eco Plus",677,5,1,4,1,5,5,5,5,1,3,3,3,3,5,0,0,"satisfied"
72379,72287,"Male","Loyal Customer",25,"Personal Travel","Eco",919,2,5,1,3,5,1,4,5,1,2,5,5,3,5,0,0,"neutral or dissatisfied"
6839,50592,"Male","Loyal Customer",16,"Personal Travel","Eco",266,1,4,1,2,2,1,2,2,4,3,5,4,4,2,0,0,"neutral or dissatisfied"
17223,66426,"Male","Loyal Customer",21,"Personal Travel","Eco",1562,3,1,3,3,4,3,4,4,2,4,3,1,3,4,14,0,"neutral or dissatisfied"
37927,9943,"Female","disloyal Customer",20,"Business travel","Eco",457,1,2,1,4,5,1,5,5,1,5,4,4,4,5,0,9,"neutral or dissatisfied"
91612,115480,"Female","disloyal Customer",25,"Business travel","Eco",333,2,2,2,2,5,2,5,5,4,1,1,3,2,5,37,14,"neutral or dissatisfied"
77004,128143,"Female","Loyal Customer",55,"Business travel","Business",1849,2,2,2,2,2,4,5,4,4,4,4,3,4,4,16,23,"satisfied"
94993,129030,"Female","Loyal Customer",7,"Personal Travel","Eco Plus",2611,2,4,2,3,2,2,2,4,5,4,3,2,4,2,36,16,"neutral or dissatisfied"
76573,122268,"Female","Loyal Customer",67,"Personal Travel","Eco",573,3,5,3,2,5,5,4,3,3,3,3,3,3,3,7,3,"neutral or dissatisfied"
15271,65551,"Female","Loyal Customer",39,"Business travel","Business",2477,3,3,3,3,2,4,5,5,5,5,4,5,5,5,7,7,"satisfied"
69321,15503,"Female","Loyal Customer",33,"Personal Travel","Eco",399,2,4,5,2,1,5,1,1,4,2,4,4,5,1,0,0,"neutral or dissatisfied"
20684,117756,"Female","Loyal Customer",45,"Business travel","Eco",1670,4,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,"neutral or dissatisfied"
9014,102531,"Male","Loyal Customer",22,"Personal Travel","Eco",414,3,2,3,4,1,3,3,1,3,1,4,3,4,1,2,0,"neutral or dissatisfied"
46560,15096,"Female","Loyal Customer",38,"Personal Travel","Eco",322,4,3,4,1,1,4,1,1,3,2,2,3,4,1,0,0,"neutral or dissatisfied"
53463,11480,"Female","Loyal Customer",35,"Business travel","Eco Plus",158,3,4,4,4,3,3,3,3,4,2,4,3,4,3,39,32,"neutral or dissatisfied"
21824,109420,"Female","Loyal Customer",57,"Business travel","Business",834,5,5,5,5,5,5,4,5,5,5,5,5,5,4,9,0,"satisfied"
55034,63906,"Female","Loyal Customer",55,"Business travel","Eco",1172,4,2,4,2,2,2,3,4,4,4,4,1,4,1,4,0,"satisfied"
87347,38929,"Male","Loyal Customer",25,"Personal Travel","Eco",298,2,5,2,3,1,2,5,1,3,5,4,5,4,1,0,0,"neutral or dissatisfied"
47722,38101,"Female","Loyal Customer",35,"Business travel","Business",2838,2,3,3,3,2,3,3,2,2,2,2,3,2,1,0,0,"neutral or dissatisfied"
99966,3675,"Male","disloyal Customer",20,"Business travel","Eco",427,4,2,4,4,4,4,4,4,2,1,4,3,4,4,0,0,"neutral or dissatisfied"
5122,1065,"Female","Loyal Customer",42,"Personal Travel","Eco",164,3,1,3,2,4,3,3,1,1,3,1,1,1,1,2,1,"neutral or dissatisfied"
26744,6185,"Male","Loyal Customer",68,"Personal Travel","Eco",409,1,2,1,3,3,1,3,3,4,2,4,1,3,3,0,0,"neutral or dissatisfied"
13065,117616,"Male","disloyal Customer",39,"Business travel","Business",347,4,4,4,2,3,4,3,3,2,2,1,3,2,3,0,0,"satisfied"
61816,122105,"Female","Loyal Customer",21,"Personal Travel","Eco",130,5,3,5,4,4,5,5,4,4,1,4,2,3,4,4,0,"satisfied"
64374,19502,"Male","Loyal Customer",47,"Business travel","Eco",566,3,4,4,4,3,3,3,3,4,1,3,4,3,3,0,0,"neutral or dissatisfied"
92214,116792,"Male","Loyal Customer",56,"Personal Travel","Eco Plus",417,1,3,1,4,5,1,5,5,4,4,5,3,5,5,27,21,"neutral or dissatisfied"
98156,63795,"Female","Loyal Customer",12,"Personal Travel","Eco",1721,4,1,4,2,2,4,3,2,3,1,3,1,2,2,0,0,"neutral or dissatisfied"
15253,91380,"Male","Loyal Customer",43,"Business travel","Business",2342,3,3,3,3,5,5,5,4,4,5,4,5,5,5,5,19,"satisfied"
101503,98423,"Female","Loyal Customer",49,"Business travel","Business",1910,4,4,3,4,4,5,5,4,4,4,4,3,4,3,0,0,"satisfied"
95266,19818,"Female","disloyal Customer",34,"Business travel","Eco",654,2,5,2,5,2,2,2,2,3,5,3,1,3,2,0,1,"neutral or dissatisfied"
