"avganncount","avgdeathsperyear","target_deathrate","incidencerate","medincome","popest2015","povertypercent","studypercap","binnedinc","medianage","medianagemale","medianagefemale","geography","percentmarried","pctnohs18_24","pcths18_24","pctsomecol18_24","pctbachdeg18_24","pcths25_over","pctbachdeg25_over","pctemployed16_over","pctunemployed16_over","pctprivatecoverage","pctprivatecoveragealone","pctempprivcoverage","pctpubliccoverage","pctpubliccoveragealone","pctwhite","pctblack","pctasian","pctotherrace","pctmarriedhouseholds","birthrate"
102,38,154.1,451.7,55958,17403,8.9,57.46135724,"(54545.6, 61494.5]",43.1,42.3,43.5,"Delaware County, Iowa",57.8,13,32,NA,7.5,44.1,9.9,68.2,3.6,80.1,62.2,47.3,29.8,12.8,98.25783972,0.222768036,0.337008054,0.039984006,57.22070845,5.807872282
272,98,170.1,508.3,45292,40055,15.7,0,"(45201, 48021.6]",42.1,41.1,42.9,"Des Moines County, Iowa",50.5,16.3,31.1,NA,4.4,35.6,13.8,58.8,6.3,69.8,50.7,44.9,39.6,20.1,90.88987266,5.456625547,0.626740947,0.318344608,46.83710651,5.598682663
12,6,234.9,464.8,28716,1639,32.3,0,"[22640, 34218.1]",47.9,44.4,49.9,"Taliaferro County, Georgia",40,16.8,50.3,25.7,7.2,43.9,6.3,NA,12.1,51.4,27.4,21,46.2,22.1,40.03486345,58.86112725,0.522951772,0.290528762,37.34087694,0.56980057
248,110,199,463,36973,45063,24.5,221.9115461,"(34218.1, 37413.8]",39.4,38.2,40.8,"Thomas County, Georgia",45.8,29.3,32.5,NA,7,32.7,10.5,49.5,10.5,53.8,40.8,33.8,39.9,23.7,59.8719436,36.475995,0.86560771,1.086471533,43.89416163,6.247570929
207,78,183.9,493.1,36303,40764,28.6,0,"(34218.1, 37413.8]",35.1,33.2,37.9,"Tift County, Georgia",42.3,17.5,24.9,52.9,4.8,33.6,8.7,50.7,5.8,47.9,37.9,33.5,37.4,24.8,64.25086425,29.74722338,1.372986491,3.167675975,42.25950308,6.308457711
141,61,201.3,467.9,34008,27241,24.5,0,"[22640, 34218.1]",34.9,34.4,36.1,"Toombs County, Georgia",52.1,25.8,37.5,NA,1.8,39.2,10.5,51.7,9.6,46.3,36.4,32.5,39.4,26.5,66.40205807,25.69276001,0.915104741,4.318265344,48.43179478,4.553734062
106,41,193.1,550.7,39453,11182,18.1,0,"(37413.8, 40362.7]",52.4,50.7,54,"Towns County, Georgia",55,7.1,19.2,NA,4.5,34.9,13.9,39.4,10,61.9,37.9,29,45.5,19.7,95.7962963,0.87037037,0.231481481,0.175925926,55.95126523,7.575757576
51,21,197,486.8,32171,8214,31.7,0,"[22640, 34218.1]",38,35.2,43.3,"Turner County, Georgia",41.8,30.6,20.2,NA,0.3,35.9,7.9,44.9,12.5,44.7,32.2,29.3,43.3,25.5,55.6128568,40.98105061,1.151355241,1.259294795,41.98473282,0.476758045
59,23,189.8,490.1,36886,8390,28.1,0,"(34218.1, 37413.8]",45.6,44.2,47.1,"Twiggs County, Georgia",44.8,28.8,46.3,NA,0.2,38.7,6,36.8,6.7,54.7,41.3,36.7,42.1,23.6,55.85850276,42.02609002,0,0,50.03309067,5.235294118
178,63,159.3,471.7,40667,22267,15.1,0,"(40362.7, 42724.4]",53.3,51.2,54.5,"Union County, Georgia",57.9,27.8,34,NA,0.7,33.4,12.2,39.5,13,59.5,37.7,29.2,47,23.2,96.16110472,0.464902186,0.754890679,1.035673188,57.97535001,2.147577093
161,64,189.5,480.2,34867,26368,25.9,0,"(34218.1, 37413.8]",41.5,39.8,43,"Upson County, Georgia",50,24.3,35.9,NA,3,35.4,6.9,46.8,11.1,51.6,36.4,32.8,45,27.9,70.3068456,28.40395054,0.203558504,0,49.91633035,5.682006978
415,169,193.3,472.9,52082,88399,15.6,0,"(51046.4, 54545.6]",38.5,37,39.3,"Walton County, Georgia",57.1,14.7,42,39.6,3.7,35.6,12.5,56.7,7.9,68.9,54.3,47.8,30,15.6,79.61972599,15.98473336,1.252885697,0.620642452,60.72740756,5.68799466
175,78,180.1,405.3,34288,35370,28.8,28.27254736,"(34218.1, 37413.8]",37.9,36.1,39.9,"Ware County, Georgia",48.2,37.6,27.3,NA,5,40.8,7.3,46,7.2,50.2,NA,31.9,42.8,25.3,65.82313915,29.61957282,1.077737032,2.180667917,45.65139199,7.919234299
157,65,205.6,482.8,41093,29534,25.5,0,"(40362.7, 42724.4]",37.3,36.7,38.4,"Wayne County, Georgia",47.6,26.2,32.6,NA,0.4,42.1,7.8,44.9,11.3,53.3,40.7,35,35.8,20.9,74.35931572,20.89795647,0.103175131,2.09012847,51.61931254,5.499843309
409,178,182.8,415.7,43731,104216,20.7,0,"(42724.4, 45201]",34.8,33.2,36.6,"Whitfield County, Georgia",52.2,20.5,31.4,NA,7.4,28.9,8.5,58,10.3,54.4,44.8,40.7,31.8,20.8,88.33127127,3.981402722,1.381263532,4.22401794,54.74475777,6.314687286
69,32,210,481.7,32042,9867,26.7,0,"[22640, 34218.1]",44.4,43.1,46,"Wilkes County, Georgia",42.7,35.1,35.6,NA,1.8,43.4,8.7,46.7,8.9,55.2,38.3,31.4,43.4,25.2,53.19787809,42.35812231,0.7406666,2.64237814,41.56265602,7.441634241
57,21,178,463.9,34512,9155,23.2,327.689787,"(34218.1, 37413.8]",41.6,40.8,44,"Wilkinson County, Georgia",45.2,13.1,42.5,40.3,4.1,51.2,3.9,44.1,7.3,60.5,NA,43.6,38.8,23.7,59.56744087,37.81163435,0.010654166,0.27700831,46.81557501,1.811062163
326,130,149.4,392.2,58883,71735,12.3,655.1892382,"(54545.6, 61494.5]",41.6,40.3,43,"Kauai County, Hawaii",51.8,7.1,43.3,NA,2.7,30,18.8,61,5.4,72.8,57.4,52.1,32.5,17.6,33.28837296,0.670100874,35.64018309,0.665796157,54.70653872,4.798813776
734,247,139.9,418.3,64916,164637,13.1,103.2574695,"(61494.5, 125635]",40,38.7,40.9,"Maui County, Hawaii",50.2,12,45.5,NA,6.9,31.2,17.6,63.5,6.9,72.3,58.5,52.5,31,18.4,34.89180234,0.619160404,27.45876926,0.870927435,50.79961843,6.34729556
1757,561,151.6,469,57908,434211,11.6,414.5450023,"(54545.6, 61494.5]",35.8,35,36.6,"Ada County, Idaho",53.6,10.4,30.1,48.1,11.4,21.4,24.8,61.9,6.6,76.1,NA,53.6,23.7,11.1,91.4024158,1.135566142,2.665143317,1.284308301,52.60735221,4.783515756
27,7,121,431.7,40777,3843,14.9,0,"(40362.7, 42724.4]",51.3,51.2,51.3,"Adams County, Idaho",55.3,36.7,48.4,NA,2.4,35.4,13.1,45.4,11.3,58.4,32.4,24.8,43.8,16.4,96.46907216,0,0.128865979,0.412371134,53.20351759,9.375
297,118,151.5,378.7,44324,83744,17.4,11.94115399,"(42724.4, 45201]",32.7,31.8,33.5,"Bannock County, Idaho",51.6,7.7,30.6,NA,6.1,26.6,17.3,58.7,7.2,71.2,55.8,46.6,29.3,13.8,90.43706043,0.747571887,1.307353715,1.271470265,51.03967888,5.416377859
30,12,143.2,363.9,45504,5922,13.4,0,"(45201, 48021.6]",39.5,38.9,40.3,"Bear Lake County, Idaho",64.5,23.8,43,NA,2.3,39,15.6,NA,3.3,71.6,53.6,41.9,32.7,15.7,95.87472638,0.471459842,1.043946792,1.953190773,62.44671782,9.638554217
61,28,222.2,468.9,46277,9052,15.7,0,"(45201, 48021.6]",45.4,45.4,45.5,"Benewah County, Idaho",52.3,15.8,53.5,NA,2,40.8,8,49.3,10.1,56.2,40.4,34,37.6,20.9,86.78477113,0.473151408,0.539172535,0.132042254,48.14612868,5.089647195
89,21,94.4,380.7,63490,21592,10.6,46.31344943,"(61494.5, 125635]",43,42.4,43.6,"Blaine County, Idaho",59.8,17.5,40.5,33.9,8.1,18,30.6,70.8,4.1,68.6,52.8,32.4,23.3,13.8,89.8024309,0.089164203,1.243605988,7.358393167,51.75930076,7.863131656
256,100,175.5,454.1,45193,41859,16.2,501.6842256,"(42724.4, 45201]",47.2,46.6,47.6,"Bonner County, Idaho",57.8,23.8,49.9,NA,3.5,31.4,14.5,48.9,6.2,62.9,45.4,35.4,36.7,17.8,95.51697268,0.175327522,0.487020893,0.435883699,54.02780201,6.717676047
81,32,133.7,345.3,45078,23506,15.6,0,"(42724.4, 45201]",31.7,30.9,33.2,"Cassia County, Idaho",60.1,18.5,41.3,NA,1.8,26.9,12.5,59.3,5.7,61.6,49,40.5,29.7,16.9,92.31460482,0.188283624,0.342333861,5.122170397,61.7563373,8.097815193
116,40,180,498.1,45049,25876,14.4,0,"(42724.4, 45201]",30.8,29.9,31.5,"Elmore County, Idaho",59.8,10.5,44.9,NA,1.4,27.9,11.2,NA,8.4,68.7,44.9,22.1,33.2,15.2,84.85195798,2.418338109,3.163323782,4.909264565,58.5998978,8.913784705
53,20,140.9,383.5,45578,12819,15.1,0,"(45201, 48021.6]",36.3,35.5,37.2,"Fremont County, Idaho",65.3,19.2,39.2,NA,5.6,34.2,14.9,54.6,6,67.4,51,37.4,32.4,16.5,93.68868289,0.355349556,0.084974894,2.811896485,69.2651329,6.445533358
122,47,190,533,41688,16852,15.9,0,"(40362.7, 42724.4]",44.7,40.9,47.4,"Gem County, Idaho",52.2,18.5,55.9,NA,2.8,37.7,11.7,43.2,14.2,56.9,40,34.9,38.1,18.7,94.30398661,0,0.75906999,1.440439902,53.74742513,4.495990836
88,30,136.4,402.5,52428,27157,11.5,0,"(51046.4, 54545.6]",31.1,31,31.2,"Jefferson County, Idaho",61.8,18.9,39.8,39.2,2.1,30.8,15.3,60.9,6.1,68,53.7,41.7,29.9,16.2,93.35622574,0.194087787,0.007464915,3.250970439,67.55122192,6.959459459
92,31,147.6,441.3,46513,22814,15.7,0,"(45201, 48021.6]",32.1,31.8,32.5,"Jerome County, Idaho",59.9,26.6,39.4,NA,1.6,28.2,10.4,59.9,6.6,50.8,NA,32.2,32.6,21,91.75826601,0.083874101,0.560632146,4.357038803,58.81427072,8.495681864
55,20,142.6,435.5,37869,7735,18.2,0,"(37413.8, 40362.7]",51.2,51.2,51.2,"Lemhi County, Idaho",57.8,12.5,60,25.4,2.2,33.7,15.5,48.1,6.1,63.2,36.8,27.4,44.3,18.4,95.78947368,0.346598203,0.410783055,0.410783055,49.31470035,5.332359386
33,12,185.6,538.6,39918,3789,13.7,0,"(37413.8, 40362.7]",48.2,46.7,49.2,"Lewis County, Idaho",55.6,41.2,34,NA,0,34.3,11.1,50.7,6.5,56.4,36.4,30.5,41.8,16.8,89.19202518,0.078698846,0.577124869,0.419727177,51.69230769,4.80349345
22,7,145.9,460,44046,5297,14.1,0,"(42724.4, 45201]",33.8,34.2,33.6,"Lincoln County, Idaho",59.5,16,52.3,NA,0.7,38.3,8.2,58.6,6,51.1,33.4,25.9,34.2,21.4,88.6121673,0,0.228136882,7.680608365,64.90147783,6.751054852
92,39,163.5,405.3,46332,20461,16.8,0,"(45201, 48021.6]",35.5,34.6,37,"Minidoka County, Idaho",60.3,15.9,43.9,NA,0.9,29.2,9.2,60.5,4.8,55.7,41.8,35.4,32.2,18.7,89.35844963,0.290941368,0.369840722,6.972730411,61.27588137,5.314458111
245,102,180.1,466.9,46214,40048,14.6,449.4606472,"(45201, 48021.6]",41.6,39,43.7,"Nez Perce County, Idaho",50.4,8.9,33.8,NA,6.8,30.7,16.7,58.1,6.1,69.8,51.3,44.4,34.3,14.9,89.75338747,0.392166721,1.008069584,0.253902813,48.72639165,6.338028169
19,8,141,349.5,46503,4281,13.9,0,"(45201, 48021.6]",39,38.4,39.6,"Oneida County, Idaho",61,17.1,61.3,NA,1.6,38.4,10.1,54.5,6.7,74.6,55.1,46.8,32.9,11.7,96.91401649,0,0,0.376914016,60.68268015,5.384615385
120,45,166,457.5,45533,22896,14.2,960.8665269,"(45201, 48021.6]",38.5,36.2,40.7,"Payette County, Idaho",55.5,27.1,37.2,NA,2.3,33.1,11.4,54.4,10.1,59.4,43.4,36.6,34,18,93.2907489,0.431718062,0.392070485,1.788546256,57.26034123,8.451001054
30,9,114.3,385.5,48048,7648,15.7,0,"(48021.6, 51046.4]",34.2,33.4,34.4,"Power County, Idaho",55.5,26.1,39.1,NA,0.7,39.8,9.5,57.4,9.4,60.6,46.6,38.8,36,24.4,85.17656189,0.323373432,0.012934937,9.520113827,53.96020289,12.93684856
25,8,114.2,376.2,57644,10564,11.6,0,"(54545.6, 61494.5]",35.2,35.2,35.3,"Teton County, Idaho",52.9,23.6,47.1,NA,10.4,20.1,30.3,70,8.5,67.5,57.4,40.7,19.7,12.7,92.34807973,0.233349538,0.145843461,5.269810404,54.25797503,7.958199357
399,144,165.4,471.4,44236,82375,14.5,461.3050076,"(42724.4, 45201]",34.5,33.5,35.4,"Twin Falls County, Idaho",55.7,16.3,28.5,53.9,1.3,28.9,12,60.2,5.9,65,49.1,40,31.1,16.5,92.91160442,0.507474626,1.597420129,2.141142943,55.38477444,8.551754776
54,18,131.6,410.8,49380,10103,11.7,0,"(48021.6, 51046.4]",49.4,49.4,49.4,"Valley County, Idaho",50.9,19.5,44.4,36.2,0,28.6,21.1,53.1,5.7,59.7,40.3,32.6,40.3,19.4,98.29218107,0.041152263,0.164609053,0.051440329,55.92848181,1.604584527
72,28,173.6,481,35955,9984,17.8,0,"(34218.1, 37413.8]",44.9,43.6,45.6,"Washington County, Idaho",54.4,12.8,38.4,NA,2.3,34.4,10,45.6,9.7,54.7,38.2,31.3,40.3,21.4,94.53366584,0,0.927680798,1.596009975,50.8656873,8.792924037
403,158,167.4,467.4,46061,67013,14.2,253.6821214,"(45201, 48021.6]",40.6,39.1,42.4,"Adams County, Illinois",52.6,14.9,33.3,NA,8.6,36.1,14.1,60.6,6.8,68.1,51.7,45.1,38.2,20.6,93.11429466,3.784976372,0.834811646,0.535173894,51.07688874,5.866611774
44,20,181.1,398.4,30699,6780,35.6,0,"[22640, 34218.1]",39.7,38.1,42.2,"Alexander County, Illinois",37.8,14.2,42.4,NA,0.2,35.8,6.1,41.5,13.9,39.5,NA,21.9,58,39.1,61.62411733,34.42422596,0.312330255,0.298750679,36.76248109,4.373757455
245,87,163.7,447.8,58792,53585,10.2,0,"(54545.6, 61494.5]",38.2,37.3,39.2,"Boone County, Illinois",55.1,21.3,31.3,NA,9.3,36,12.6,60,9.7,71.2,58,53.4,30.8,17.2,87.41156153,2.211658094,1.305453938,6.595977791,59.52341552,5.621301775
115,50,194.4,502.6,50750,14616,12.6,0,"(48021.6, 51046.4]",47.5,46.3,48.5,"Carroll County, Illinois",56.1,15.2,40.6,NA,7.7,43.3,11.2,55.7,8.1,70.5,50.6,43,38.6,17.6,95.74567868,1.226048506,0.422082273,0.850864264,51.66994106,4.903978052
97,37,190,521,45709,13428,13.6,0,"(45201, 48021.6]",42.8,42.1,44.4,"Clay County, Illinois",56.5,17.7,37.1,33.7,11.5,38.6,11.1,57.7,6.7,62.2,41.9,35.9,46.2,24.8,97.74701811,0.544838757,0.16197909,0,54.57013575,6.40518172
24965,9445,177,470.8,55058,5238216,17.1,371.1187168,"(54545.6, 61494.5]",35.9,34.7,37.1,"Cook County, Illinois",41.9,14.9,26.7,NA,15.5,24,21.5,59,10.7,61.5,NA,46.3,32.6,22,56.84258229,23.98259642,6.772830076,9.847732972,41.00879123,4.994880839
437,155,171.7,485.5,56536,104352,14.7,19.16590003,"(54545.6, 61494.5]",30.3,29.9,30.9,"DeKalb County, Illinois",41.4,5.6,20.4,NA,10.6,26.3,18.6,61.7,10.4,73.3,NA,51.9,27,16,83.73185107,6.914562269,2.444774546,4.381618669,45.12060962,4.533178353
114,44,177.5,475.1,52526,19823,10,0,"(51046.4, 54545.6]",38.3,37.6,39.4,"Douglas County, Illinois",57.7,29.6,29.7,NA,7.1,36.2,13.5,61.5,6.1,64.6,NA,43.3,31.4,15.8,96.44406335,0.48421265,0.640572985,1.144961162,55.88080861,6.28798504
748,187,129.9,480.8,86413,212438,6.3,47.07255764,"(61494.5, 125635]",38,37.3,38.4,"Forsyth County, Georgia",62.6,19.3,30.2,39.2,11.3,19.3,31.1,63.7,6.2,79.6,69.9,61.5,16.8,8.1,84.90389123,2.905684992,8.280335922,1.704580199,70.02327635,5.246691229
140,58,198.3,493.5,38055,22311,24.4,0,"(37413.8, 40362.7]",40.9,39.6,42.8,"Franklin County, Georgia",52.6,19.2,37.6,NA,3,38.3,8,45,8.4,53.3,38.2,34.5,42.7,24.7,85.45906829,9.60651289,0.732700136,2.976028946,52.2945571,6.796906797
18,9,211.1,488.4,39643,3065,19.4,0,"(37413.8, 40362.7]",40,38.6,43,"Glascock County, Georgia",54.7,14.5,51.7,NA,3.3,44.6,5.1,56.2,7.1,66.6,50.8,48,27.8,12.9,88.37058633,6.932296728,0,0.29154519,57.98394291,0.855920114
432,168,168.9,449.1,46737,83579,19.3,23.92945596,"(45201, 48021.6]",40.5,39.5,41.5,"Glynn County, Georgia",48.9,20.5,39.8,NA,5.4,28.2,16.4,56.2,9.3,58.7,43.3,35.5,36.2,20.2,66.78247679,25.66213621,1.186645951,3.006985308,46.22883848,5.647184414
266,105,191.7,478.8,43880,56574,17.8,0,"(42724.4, 45201]",37,35.5,38.6,"Gordon County, Georgia",53.8,27.2,36.2,33.9,2.8,35.7,8.1,54.4,8.3,56.1,45.5,41,33.9,21.4,90.25568538,4.525040706,1.082502818,2.52822559,55.57090946,6.428197261
124,58,199.1,434.1,35237,25205,26.2,0,"(34218.1, 37413.8]",39.1,36.7,41.2,"Grady County, Georgia",47.3,20.8,38.3,NA,0.8,36.8,7.4,47.7,10.5,44.2,32.3,26,43.4,27.9,64.72685497,28.73667948,0.348611496,4.072416115,47.69147789,3.794871795
244,94,180.5,477,40994,43996,15.3,0,"(40362.7, 42724.4]",38.8,38.1,39.3,"Habersham County, Georgia",53.7,20,36.2,38,5.8,34,10.1,49.1,7.7,60.3,46.1,41.1,33.8,18.2,87.82364969,3.848186183,2.196337905,4.293886553,57.34660926,6.010723356
844,270,153.5,482.4,52238,193535,16.8,258.3512026,"(51046.4, 54545.6]",35.6,34.4,36.6,"Hall County, Georgia",52.2,20.6,36.3,NA,3.8,28.1,14.2,58.8,7.5,61.5,49.3,43.8,29.4,17.1,82.72845314,7.546456928,1.747057196,5.992571149,56.16692476,6.393153226
162,69,213.9,500.5,40387,28854,18.8,138.6289596,"(40362.7, 42724.4]",40.3,37.9,41.4,"Haralson County, Georgia",55.2,19.9,39.5,NA,6.1,37.7,8.4,49.6,12.3,58,45.5,42.7,36.9,22.6,91.40556625,4.908104323,0.773674077,1.046735515,55.69738191,6.089508437
62,24,178.8,475.7,41348,11539,19,0,"(40362.7, 42724.4]",40.1,39.7,40.5,"Heard County, Georgia",52.2,28.4,30.1,36.2,5.3,43.2,6.7,49.6,12.1,53.3,41.8,37.4,39.7,26.3,87.07928037,9.830420935,0.034432297,0.025824223,51.36070111,5.545147996
825,280,175.9,477.6,60388,217739,13.7,13.77796353,"(54545.6, 61494.5]",36.3,34.9,37.5,"Henry County, Georgia",50.6,19.3,34.5,40.2,6,30.5,17.9,57.7,10.3,69.1,NA,49.7,26,15.3,52.71237566,39.24883695,3.034343205,1.734180567,54.53251946,3.860213737
576,225,174,437.6,53027,150033,17.2,6.665200323,"(51046.4, 54545.6]",34.8,33.3,36.1,"Houston County, Georgia",51.7,13.5,36.7,NA,6.2,30,14.3,56.6,9.7,69.3,52.8,40.9,29.7,15,61.53215423,29.31896727,2.828488175,2.914549028,51.96295401,5.666906226
50,23,192.8,434.9,35955,9245,25.3,0,"(34218.1, 37413.8]",39,35.5,41.8,"Irwin County, Georgia",47.3,22.8,39.9,NA,6.1,44.2,5,42.3,6.8,48.5,35.4,32.4,43.1,27.6,68.56930272,28.47576531,0.085034014,0.56335034,49.2949111,5.602094241
303,124,213.2,493.1,51931,63360,13.5,0,"(51046.4, 54545.6]",38.3,37.5,38.9,"Jackson County, Georgia",56.7,17.6,40.7,40.1,1.6,34.3,13.1,56.5,7.9,67.6,54.8,47.9,27.4,14.7,88.42885054,7.219146858,1.820253989,0.704982091,59.92968453,4.117165096
93,44,211.2,461.6,30835,16106,26.4,0,"[22640, 34218.1]",38.4,36.1,41.1,"Jefferson County, Georgia",41.6,31.6,35.7,NA,0.5,41.2,7.3,39.9,17,43.3,32.2,26.8,42.4,27.7,43.3675339,54.50714547,0.122144864,0.84279956,40.59765561,4.429860541
41,22,215,409.5,30678,8957,34.6,0,"[22640, 34218.1]",40.7,36.1,46,"Jenkins County, Georgia",37.6,31.3,28.8,36,3.9,36.8,7.5,43.9,10.3,44.9,NA,27.5,45.3,28.9,62.64290518,33.53508182,0.224164985,1.37861466,34.62088698,3.774792067
46,20,167.8,384.8,29818,9656,30.4,3935.376968,"[22640, 34218.1]",39.6,39.1,40.7,"Johnson County, Georgia",42,30,35.8,NA,1.5,39.3,5.1,48.3,9,52.2,40.4,34.1,39.8,24.8,62.57913008,34.55176639,1.848070247,0.020420666,48.98454077,2.640934485
150,50,162.1,472.1,51749,28494,14.5,0,"(51046.4, 54545.6]",39.4,37.8,40.7,"Jones County, Georgia",52.5,18.9,40.7,NA,1.8,37.3,12.2,54.1,9.5,65.1,52.6,47.7,31.8,18.6,72.58333913,25.70812165,0.741178927,0.114830538,56.32384273,3.929500144
103,42,204.1,506.7,40339,18201,21.3,0,"(37413.8, 40362.7]",38.6,39.1,37.9,"Lamar County, Georgia",45.3,19.8,27.4,NA,0.8,37.9,11.4,46.5,15.6,58.4,43.4,34.4,36.9,20.6,65.46317765,30.55095506,0.645909241,0.104891244,49.75897994,4.34410443
132,44,192.8,520.4,64533,29202,11.8,0,"(61494.5, 125635]",36.7,35.9,37.3,"Lee County, Georgia",56.4,22.6,23.2,NA,10,28.6,13.7,59.1,7.2,73.5,60.6,52.2,24.5,14.1,75.03972915,19.8991225,2.318109583,0.72894355,61.04842736,5.414364641
42,21,196.7,383.2,39484,7673,17.9,0,"(37413.8, 40362.7]",47.2,46.2,47.8,"Lincoln County, Georgia",46.5,15.2,36.6,NA,6.1,42.2,7.4,48.9,9.3,58.6,NA,33.3,38,20.8,66.19170984,32.56476684,0.272020725,0.077720207,43.21167883,1.638311279
457,167,180.9,485,38887,112865,24.5,70.88114119,"(37413.8, 40362.7]",29.4,28.4,30.4,"Lowndes County, Georgia",40.6,13.9,25.7,55,5.4,28.3,14.2,51.8,13,58.5,45.8,33.8,31.5,19.3,57.79175464,36.12801781,1.741119935,1.628048727,42.70748576,6.143722718
69,28,143.9,351.3,37603,13969,23.3,0,"(37413.8, 40362.7]",47.6,46.8,47.6,"McIntosh County, Georgia",47.8,3.3,51.6,NA,2.1,35.8,7.9,NA,8.8,54.3,39,32.6,42.1,23.5,61.53351895,34.87541943,0.207039337,1.34218605,45.9592145,2.708877285
74,34,214.9,460.3,29430,13632,34.1,0,"[22640, 34218.1]",40.5,40.1,42.7,"Macon County, Georgia",34.5,43.7,25.1,NA,1.8,37.8,5.3,38.3,18.7,49.2,NA,30,40.8,22.4,36.81737273,59.49448202,1.580633677,0.825916696,37.7028181,6.381381381
39,17,159.3,373.2,36055,8761,25.9,0,"(34218.1, 37413.8]",500.4,41.4,42.1,"Marion County, Georgia",44.1,29.4,41.2,NA,6.8,37.5,7,45.9,14.3,56.5,37.1,30.2,36.4,17.3,58.77102643,31.53678911,0.125872525,5.675706603,43.53518822,12.64845606
125,49,173.9,456.9,37243,21190,23.6,0,"(34218.1, 37413.8]",42.1,40.4,43.8,"Meriwether County, Georgia",48.7,35.9,30.1,28.9,5.1,39,5.9,45,12.8,51.2,NA,34.6,42.6,25.2,57.56679345,38.31056017,0.577546133,1.554209513,47.19879139,6.365870002
36,17,200.8,450.6,35276,5854,25.1,0,"(34218.1, 37413.8]",41,40.3,43.7,"Miller County, Georgia",49.6,23.7,42.2,NA,3.4,40.3,8.1,50.6,6.5,52.6,38.6,33.3,43.6,26.8,68.66576819,31.06469003,0,0.101078167,46.04377104,2.32
145,45,139.2,461.6,53542,27103,14.8,0,"(51046.4, 54545.6]",41.9,39.9,43.9,"Monroe County, Georgia",51.1,25.7,31.8,NA,9.7,35.4,12.2,49.8,10.5,66.2,51.4,46.6,31.9,17.7,73.3605796,24.15381757,0.832249675,0.546163849,55.31781651,4.581280788
43,15,163.1,437,36436,8951,22.4,0,"(34218.1, 37413.8]",38,36.6,41.6,"Montgomery County, Georgia",45.1,18.4,27.5,NA,9.2,42.3,8.2,46.9,6.7,54.3,42.2,38,37.7,22.6,70.88537021,26.4161463,0.423728814,1.115075825,48.53503185,6.796116505
106,39,172.3,471.5,50295,18046,15,3657.320182,"(48021.6, 51046.4]",43.2,44,42.3,"Morgan County, Georgia",53.8,10,45.9,39.9,4.2,34.8,13.9,53.8,6.9,66.2,48.1,41.1,33.8,17,73.8603352,23.17877095,0.441340782,0.56424581,56.46618884,3.7027833
947,362,190,504.8,41783,200579,21.9,174.4948374,"(40362.7, 42724.4]",33.5,31.5,35.5,"Muscogee County, Georgia",39.5,12.5,32.3,48.8,6.4,27.7,15,50.2,11,62.4,46.4,32.3,34.9,19.3,45.81820905,44.76770602,2.407569214,2.719624535,39.01594283,6.992367626
431,161,182.4,476,48058,105473,19.4,0,"(48021.6, 51046.4]",429.6,33.5,37.2,"Newton County, Georgia",44.4,22.2,33.9,NA,3.2,32,13.7,56,11.8,60.6,NA,42.8,33.6,20.9,53.90910419,41.73315797,1.049247406,0.489064251,47.2359343,6.215613383
81,27,150.6,455.9,46840,14871,15.8,0,"(45201, 48021.6]",42.4,41.4,43.3,"Oglethorpe County, Georgia",52.6,19.5,39.2,NA,9.7,36.1,10,53.9,5.3,62.2,49.6,40.5,35.3,20,77.93436819,16.19689542,0.313180828,1.756535948,54.51100686,6.672760512
135,60,222.3,487.9,40550,26720,21.7,2844.311377,"(40362.7, 42724.4]",34.7,33.1,35.5,"Peach County, Georgia",44.7,8.7,23.3,NA,5,30.1,13.2,52.7,11.3,60.9,43.7,37,33.9,17.6,47.53378129,45.70626892,1.063279923,4.862290482,46.71562217,2.874946891
196,68,176.4,512.6,51047,30309,12.3,263.9480022,"(51046.4, 54545.6]",44.7,44.2,45.5,"Pickens County, Georgia",62.8,16.9,43.3,NA,4.7,30.8,15.9,52.3,8.3,68,50.3,41.7,34.5,15.8,95.3463349,1.445864156,0.68930733,1.035642233,63.72496899,5.382482466
100,48,219.8,469.3,40526,19103,18.9,0,"(40362.7, 42724.4]",39,36.2,40.3,"Pierce County, Georgia",50.2,21.4,44.9,NA,2.8,39.3,7.7,NA,8.9,54.2,41,35.2,37.7,21.4,86.42653428,7.821907679,0.485898384,2.070349636,51.56748911,7.704581719
90,41,224.3,472,50395,17941,13.7,0,"(48021.6, 51046.4]",38.9,38.5,39.7,"Pike County, Georgia",56.2,12.8,41.9,NA,3.9,39.2,9.7,52.4,10.4,65.2,52.4,44.8,28,15.5,87.31753874,11.2732989,0.381765102,0.179654166,62.30679741,3.422926717
51,20,127.1,341.5,36128,11396,23.9,0,"(34218.1, 37413.8]",41.3,39.9,41.6,"Pulaski County, Georgia",41.2,21.9,41.6,NA,2.5,43.6,6.2,40.8,7.4,54.2,40.1,35.3,41.5,25.7,62.88179465,33.57204487,0.146678171,1.078515962,47.32708386,3.860242322
129,55,186.9,438.7,42125,21353,18.9,0,"(40362.7, 42724.4]",45.6,45.1,46.2,"Putnam County, Georgia",58.7,17.4,46.7,NA,5.1,39,12.4,53.7,6.3,61.9,NA,35.5,38.7,19.5,68.94149762,26.59198946,0.54595943,2.795688803,56.32238242,5.057135911
20,10,250,527.2,29477,2302,29.5,0,"[22640, 34218.1]",49.2,46.8,52.2,"Quitman County, Georgia",40.2,11.8,53.9,NA,0,40.7,6.3,38.9,11.2,48.8,26.7,24.7,53.6,27.8,49.61306965,49.22613929,0.386930353,0,38.52216749,8.61618799
